fleet_id,month,risk_score,risk_tier,anomaly_score,anomaly_flag,top_risk_driver
FLT-0034,2024-06-01,23.27,Low,0.1342,False,route_complexity
FLT-0034,2024-07-01,23.6,Low,0.1328,False,route_complexity
FLT-0034,2024-08-01,24.19,Low,0.1383,False,route_complexity
FLT-0034,2024-09-01,23.93,Low,0.1228,False,route_complexity
FLT-0034,2024-10-01,23.77,Low,0.113,False,route_complexity
FLT-0034,2024-11-01,24.12,Low,0.1374,False,route_complexity
FLT-0034,2024-12-01,25.58,Low,0.1526,False,route_complexity
FLT-0034,2025-01-01,88.59,Critical,0.029,False,loss_ratio
FLT-0034,2025-02-01,86.42,Critical,0.0922,False,loss_ratio
FLT-0034,2025-03-01,65.31,High,0.1135,False,loss_ratio
FLT-0034,2025-04-01,24.2,Low,0.1352,False,route_complexity
FLT-0034,2025-05-01,79.77,High,0.0742,False,loss_ratio
FLT-0034,2025-06-01,86.34,Critical,0.0755,False,loss_ratio
FLT-0034,2025-07-01,87.14,Critical,0.0546,False,loss_ratio
FLT-0034,2025-08-01,87.92,Critical,0.0842,False,loss_ratio
FLT-0034,2025-09-01,82.84,Critical,0.0994,False,loss_ratio
FLT-0034,2025-10-01,90.28,Critical,0.0191,False,loss_ratio
FLT-0034,2025-11-01,86.14,Critical,0.1012,False,loss_ratio
FLT-0034,2025-12-01,23.54,Low,0.1313,False,route_complexity
FLT-0035,2024-01-01,23.33,Low,0.1405,False,route_complexity
FLT-0035,2024-02-01,23.03,Low,0.1532,False,route_complexity
FLT-0035,2024-03-01,24.42,Low,0.1553,False,safety_program_gap
FLT-0035,2024-04-01,24.35,Low,0.1627,False,safety_program_gap
FLT-0035,2024-05-01,22.82,Low,0.156,False,safety_program_gap
FLT-0035,2024-06-01,23.22,Low,0.1508,False,safety_program_gap
FLT-0035,2024-07-01,24.62,Low,0.1653,False,route_complexity
FLT-0035,2024-08-01,23.78,Low,0.1645,False,route_complexity
FLT-0035,2024-09-01,24.03,Low,0.1518,False,safety_program_gap
FLT-0035,2024-10-01,23.93,Low,0.1535,False,safety_program_gap
FLT-0035,2024-11-01,24.96,Low,0.164,False,route_complexity
FLT-0035,2024-12-01,23.26,Low,0.1264,False,route_complexity
FLT-0035,2025-01-01,23.71,Low,0.1596,False,safety_program_gap
FLT-0035,2025-02-01,63.26,High,0.1099,False,loss_ratio
FLT-0035,2025-03-01,23.26,Low,0.1621,False,route_complexity
FLT-0035,2025-04-01,22.69,Low,0.1454,False,safety_program_gap
FLT-0035,2025-05-01,65.95,High,0.0946,False,loss_ratio
FLT-0035,2025-06-01,47.2,Medium,0.1344,False,route_complexity
FLT-0035,2025-07-01,65.9,High,0.0922,False,loss_ratio
FLT-0035,2025-08-01,48.04,Medium,0.1098,False,safety_program_gap
FLT-0035,2025-09-01,76.52,High,0.0705,False,loss_ratio
FLT-0035,2025-10-01,48.18,Medium,0.1047,False,safety_program_gap
FLT-0035,2025-11-01,46.56,Medium,0.1367,False,safety_program_gap
FLT-0035,2025-12-01,23.95,Low,0.1595,False,route_complexity
FLT-0036,2024-01-01,39.41,Medium,-0.0839,True,manual_override_rate
FLT-0036,2024-02-01,38.22,Medium,-0.0582,True,manual_override_rate
FLT-0036,2024-03-01,27.87,Low,0.0551,False,route_complexity
FLT-0036,2024-04-01,26.73,Low,0.0402,False,route_complexity
FLT-0036,2024-05-01,30.37,Low,-0.0178,True,route_complexity
FLT-0036,2024-06-01,37.46,Medium,-0.0808,True,route_complexity
FLT-0036,2024-07-01,27.74,Low,0.0389,False,route_complexity
FLT-0036,2024-08-01,30.93,Low,-0.0358,True,route_complexity
FLT-0036,2024-09-01,35.36,Medium,-0.0395,True,route_complexity
FLT-0036,2024-10-01,26.88,Low,0.0382,False,route_complexity
FLT-0036,2024-11-01,23.34,Low,0.0534,False,route_complexity
FLT-0036,2024-12-01,29.67,Low,0.0052,False,route_complexity
FLT-0036,2025-01-01,85.56,Critical,-0.0271,True,loss_ratio
FLT-0036,2025-02-01,99.19,Critical,-0.093,True,loss_ratio
FLT-0036,2025-03-01,27.98,Low,0.0322,False,route_complexity
FLT-0036,2025-04-01,54.16,Medium,0.0066,False,route_complexity
FLT-0036,2025-05-01,32.34,Low,-0.0112,True,route_complexity
FLT-0036,2025-06-01,89.53,Critical,-0.0908,True,loss_ratio
FLT-0036,2025-07-01,97.15,Critical,-0.0565,True,loss_ratio
FLT-0036,2025-08-01,92.32,Critical,-0.0575,True,loss_ratio
FLT-0036,2025-09-01,99.96,Critical,-0.0843,True,loss_ratio
FLT-0036,2025-10-01,56.34,Medium,0.0199,False,route_complexity
FLT-0036,2025-11-01,30.37,Low,0.0029,False,route_complexity
FLT-0036,2025-12-01,32.85,Low,-0.0236,True,route_complexity
FLT-0037,2024-01-01,26.46,Low,0.1478,False,route_complexity
FLT-0037,2024-02-01,25.5,Low,0.1767,False,route_complexity
FLT-0037,2024-03-01,26.74,Low,0.1627,False,route_complexity
FLT-0037,2024-04-01,27.32,Low,0.1721,False,route_complexity
FLT-0037,2024-05-01,26.64,Low,0.1686,False,route_complexity
FLT-0037,2024-06-01,25.56,Low,0.1678,False,route_complexity
FLT-0037,2024-07-01,25.91,Low,0.1698,False,route_complexity
FLT-0037,2024-08-01,25.02,Low,0.1725,False,route_complexity
FLT-0037,2024-09-01,27.57,Low,0.1647,False,route_complexity
FLT-0037,2024-10-01,26.69,Low,0.1641,False,route_complexity
FLT-0037,2024-11-01,26.28,Low,0.1641,False,route_complexity
FLT-0037,2024-12-01,26.88,Low,0.174,False,route_complexity
FLT-0037,2025-01-01,71.4,High,0.1436,False,loss_ratio
FLT-0037,2025-02-01,63.42,High,0.1514,False,loss_ratio
FLT-0037,2025-03-01,89.57,Critical,0.1002,False,loss_ratio
FLT-0037,2025-04-01,25.78,Low,0.1417,False,route_complexity
FLT-0037,2025-05-01,28.54,Low,0.1666,False,route_complexity
FLT-0037,2025-06-01,25.69,Low,0.1729,False,route_complexity
FLT-0037,2025-07-01,88.68,Critical,0.1364,False,loss_ratio
FLT-0037,2025-08-01,26.65,Low,0.1609,False,route_complexity
FLT-0037,2025-09-01,89.34,Critical,0.1261,False,loss_ratio
FLT-0037,2025-10-01,90.21,Critical,0.0559,False,loss_ratio
FLT-0037,2025-11-01,96.05,Critical,-0.0224,True,loss_ratio
FLT-0037,2025-12-01,25.5,Low,0.1801,False,route_complexity
FLT-0038,2024-01-01,31.5,Low,0.1042,False,route_complexity
FLT-0038,2024-02-01,33.37,Low,0.0908,False,route_complexity
FLT-0038,2024-03-01,31.98,Low,0.1444,False,route_complexity
FLT-0038,2024-04-01,32.37,Low,0.1307,False,route_complexity
FLT-0038,2024-05-01,33.1,Low,0.1035,False,route_complexity
FLT-0038,2024-06-01,32.37,Low,0.1085,False,route_complexity
FLT-0038,2024-07-01,31.05,Low,0.1396,False,route_complexity
FLT-0038,2024-08-01,31.45,Low,0.1187,False,route_complexity
FLT-0038,2024-09-01,32.05,Low,0.12,False,route_complexity
FLT-0038,2024-10-01,30.82,Low,0.1486,False,route_complexity
FLT-0038,2024-11-01,32.93,Low,0.0894,False,route_complexity
FLT-0038,2024-12-01,31.83,Low,0.1449,False,route_complexity
FLT-0038,2025-01-01,45.0,Medium,0.1021,False,route_complexity
FLT-0038,2025-02-01,32.93,Low,0.0917,False,route_complexity
FLT-0038,2025-03-01,72.7,High,0.0806,False,loss_ratio
FLT-0038,2025-04-01,97.88,Critical,0.0574,False,loss_ratio
FLT-0038,2025-05-01,87.06,Critical,0.0578,False,loss_ratio
FLT-0038,2025-06-01,71.28,High,0.0907,False,loss_ratio
FLT-0038,2025-07-01,70.65,High,0.0823,False,loss_ratio
FLT-0038,2025-08-01,31.97,Low,0.1323,False,route_complexity
FLT-0038,2025-09-01,60.91,High,0.1017,False,route_complexity
FLT-0038,2025-10-01,83.75,Critical,0.0759,False,loss_ratio
FLT-0038,2025-11-01,71.73,High,0.0478,False,loss_ratio
FLT-0038,2025-12-01,31.97,Low,0.0937,False,route_complexity
FLT-0039,2024-01-01,34.44,Low,0.0751,False,route_complexity
FLT-0039,2024-02-01,33.19,Low,0.1277,False,route_complexity
FLT-0039,2024-03-01,34.96,Low,0.0242,False,route_complexity
FLT-0039,2024-04-01,31.61,Low,0.1415,False,route_complexity
FLT-0039,2024-05-01,31.53,Low,0.1322,False,route_complexity
FLT-0039,2024-06-01,31.98,Low,0.1054,False,route_complexity
FLT-0039,2024-07-01,33.53,Low,0.1072,False,route_complexity
FLT-0039,2024-08-01,32.56,Low,0.0978,False,route_complexity
FLT-0039,2024-09-01,33.83,Low,0.0962,False,route_complexity
FLT-0039,2024-10-01,32.99,Low,0.1097,False,route_complexity
FLT-0039,2024-11-01,33.07,Low,0.1188,False,route_complexity
FLT-0039,2024-12-01,31.13,Low,0.1487,False,route_complexity
FLT-0039,2025-01-01,32.82,Low,0.1203,False,route_complexity
FLT-0039,2025-02-01,100.0,Critical,-0.0511,True,loss_ratio
FLT-0039,2025-03-01,96.19,Critical,0.0867,False,loss_ratio
FLT-0039,2025-04-01,98.45,Critical,0.0258,False,loss_ratio
FLT-0039,2025-05-01,99.06,Critical,-0.0081,True,loss_ratio
FLT-0039,2025-06-01,58.58,Medium,0.1001,False,route_complexity
FLT-0039,2025-07-01,31.92,Low,0.1451,False,route_complexity
FLT-0039,2025-08-01,95.93,Critical,0.08,False,loss_ratio
FLT-0039,2025-09-01,32.0,Low,0.149,False,route_complexity
FLT-0039,2025-10-01,33.34,Low,0.1155,False,route_complexity
FLT-0039,2025-11-01,32.83,Low,0.1275,False,route_complexity
FLT-0039,2025-12-01,32.57,Low,0.1122,False,route_complexity
FLT-0040,2024-01-01,28.45,Low,0.1437,False,route_complexity
FLT-0040,2024-02-01,30.05,Low,0.1261,False,route_complexity
FLT-0040,2024-03-01,29.61,Low,0.1247,False,route_complexity
FLT-0040,2024-04-01,30.08,Low,0.1194,False,route_complexity
FLT-0040,2024-05-01,30.06,Low,0.1189,False,route_complexity
FLT-0040,2024-06-01,28.14,Low,0.1242,False,route_complexity
FLT-0040,2024-07-01,28.48,Low,0.1234,False,route_complexity
FLT-0040,2024-08-01,29.71,Low,0.1075,False,route_complexity
FLT-0040,2024-09-01,29.31,Low,0.1169,False,route_complexity
FLT-0040,2024-10-01,28.72,Low,0.1429,False,route_complexity
FLT-0040,2024-11-01,28.48,Low,0.1348,False,route_complexity
FLT-0040,2024-12-01,28.59,Low,0.147,False,route_complexity
FLT-0040,2025-01-01,57.42,Medium,0.1255,False,loss_ratio
FLT-0040,2025-02-01,93.33,Critical,0.0673,False,loss_ratio
FLT-0040,2025-03-01,90.92,Critical,0.091,False,loss_ratio
FLT-0040,2025-04-01,91.99,Critical,0.0919,False,loss_ratio
FLT-0040,2025-05-01,93.05,Critical,0.074,False,loss_ratio
FLT-0040,2025-06-01,44.69,Medium,0.1143,False,route_complexity
FLT-0040,2025-07-01,92.18,Critical,0.0758,False,loss_ratio
FLT-0040,2025-08-01,73.45,High,0.1171,False,loss_ratio
FLT-0040,2025-09-01,30.07,Low,0.1298,False,route_complexity
FLT-0040,2025-10-01,80.54,Critical,0.1121,False,loss_ratio
FLT-0040,2025-11-01,93.03,Critical,0.0126,False,loss_ratio
FLT-0040,2025-12-01,28.5,Low,0.1403,False,route_complexity
FLT-0041,2024-01-01,25.82,Low,0.1537,False,safety_program_gap
FLT-0041,2024-02-01,25.47,Low,0.1407,False,safety_program_gap
FLT-0041,2024-03-01,24.83,Low,0.1529,False,safety_program_gap
FLT-0041,2024-04-01,24.49,Low,0.1353,False,safety_program_gap
FLT-0041,2024-05-01,25.19,Low,0.1492,False,safety_program_gap
FLT-0041,2024-06-01,24.55,Low,0.1355,False,safety_program_gap
FLT-0041,2024-07-01,25.56,Low,0.1575,False,safety_program_gap
FLT-0041,2024-08-01,26.54,Low,0.1625,False,safety_program_gap
FLT-0041,2024-09-01,25.89,Low,0.1566,False,safety_program_gap
FLT-0041,2024-10-01,24.41,Low,0.1252,False,safety_program_gap
FLT-0041,2024-11-01,24.39,Low,0.1279,False,safety_program_gap
FLT-0041,2024-12-01,24.89,Low,0.1427,False,safety_program_gap
FLT-0041,2025-01-01,90.29,Critical,0.0244,False,loss_ratio
FLT-0041,2025-02-01,63.58,High,0.1163,False,loss_ratio
FLT-0041,2025-03-01,48.12,Medium,0.118,False,safety_program_gap
FLT-0041,2025-04-01,48.21,Medium,0.1132,False,safety_program_gap
FLT-0041,2025-05-01,79.5,High,0.0718,False,loss_ratio
FLT-0041,2025-06-01,49.07,Medium,0.1116,False,safety_program_gap
FLT-0041,2025-07-01,58.28,Medium,0.1188,False,loss_ratio
FLT-0041,2025-08-01,72.53,High,0.1012,False,loss_ratio
FLT-0041,2025-09-01,66.21,High,0.1127,False,loss_ratio
FLT-0041,2025-10-01,39.23,Medium,0.14,False,safety_program_gap
FLT-0041,2025-11-01,51.7,Medium,0.1274,False,loss_ratio
FLT-0041,2025-12-01,24.59,Low,0.1515,False,safety_program_gap
FLT-0042,2024-01-01,22.31,Low,0.1546,False,route_complexity
FLT-0042,2024-02-01,21.67,Low,0.1586,False,route_complexity
FLT-0042,2024-03-01,21.6,Low,0.1505,False,route_complexity
FLT-0042,2024-04-01,21.15,Low,0.1648,False,route_complexity
FLT-0042,2024-05-01,21.29,Low,0.1456,False,route_complexity
FLT-0042,2024-06-01,22.2,Low,0.1669,False,route_complexity
FLT-0042,2024-07-01,21.95,Low,0.1585,False,route_complexity
FLT-0042,2024-08-01,23.37,Low,0.1427,False,route_complexity
FLT-0042,2024-09-01,21.78,Low,0.169,False,route_complexity
FLT-0042,2024-10-01,21.79,Low,0.1453,False,route_complexity
FLT-0042,2024-11-01,21.77,Low,0.1714,False,route_complexity
FLT-0042,2024-12-01,22.29,Low,0.1271,False,route_complexity
FLT-0042,2025-01-01,87.87,Critical,0.058,False,loss_ratio
FLT-0042,2025-02-01,85.63,Critical,0.0381,False,loss_ratio
FLT-0042,2025-03-01,82.97,Critical,0.1359,False,loss_ratio
FLT-0042,2025-04-01,85.43,Critical,0.0403,False,loss_ratio
FLT-0042,2025-05-01,83.83,Critical,0.0906,False,loss_ratio
FLT-0042,2025-06-01,22.39,Low,0.1484,False,route_complexity
FLT-0042,2025-07-01,21.2,Low,0.1617,False,route_complexity
FLT-0042,2025-08-01,22.17,Low,0.1613,False,route_complexity
FLT-0042,2025-09-01,83.63,Critical,0.1006,False,loss_ratio
FLT-0042,2025-10-01,84.04,Critical,0.0582,False,loss_ratio
FLT-0042,2025-11-01,76.76,High,0.1462,False,loss_ratio
FLT-0042,2025-12-01,21.93,Low,0.165,False,route_complexity
FLT-0043,2024-01-01,29.23,Low,0.1038,False,route_complexity
FLT-0043,2024-02-01,29.93,Low,0.0849,False,route_complexity
FLT-0043,2024-03-01,29.39,Low,0.0809,False,route_complexity
FLT-0043,2024-04-01,29.02,Low,0.1385,False,route_complexity
FLT-0043,2024-05-01,30.15,Low,0.1133,False,route_complexity
FLT-0043,2024-06-01,29.83,Low,0.1032,False,route_complexity
FLT-0043,2024-07-01,31.55,Low,0.0731,False,route_complexity
FLT-0043,2024-08-01,29.99,Low,0.0919,False,route_complexity
FLT-0043,2024-09-01,30.83,Low,0.0865,False,route_complexity
FLT-0043,2024-10-01,31.14,Low,0.0939,False,route_complexity
FLT-0043,2024-11-01,30.08,Low,0.064,False,route_complexity
FLT-0043,2024-12-01,30.39,Low,0.0929,False,route_complexity
FLT-0043,2025-01-01,95.95,Critical,0.0213,False,loss_ratio
FLT-0043,2025-02-01,73.1,High,0.0567,False,loss_ratio
FLT-0043,2025-03-01,93.92,Critical,0.0632,False,loss_ratio
FLT-0043,2025-04-01,93.49,Critical,0.0441,False,loss_ratio
FLT-0043,2025-05-01,86.5,Critical,0.0533,False,loss_ratio
FLT-0043,2025-06-01,95.77,Critical,0.0344,False,loss_ratio
FLT-0043,2025-07-01,30.17,Low,0.0808,False,route_complexity
FLT-0043,2025-08-01,28.25,Low,0.1078,False,route_complexity
FLT-0043,2025-09-01,28.6,Low,0.1312,False,route_complexity
FLT-0043,2025-10-01,96.83,Critical,0.0153,False,loss_ratio
FLT-0043,2025-11-01,95.85,Critical,0.0249,False,loss_ratio
FLT-0043,2025-12-01,30.05,Low,0.123,False,route_complexity
FLT-0044,2024-01-01,33.67,Low,0.0405,False,route_complexity
FLT-0044,2024-02-01,31.48,Low,0.0854,False,route_complexity
FLT-0044,2024-03-01,29.87,Low,0.0238,False,route_complexity
FLT-0044,2024-04-01,31.93,Low,0.0377,False,route_complexity
FLT-0044,2024-05-01,30.2,Low,0.0902,False,route_complexity
FLT-0044,2024-06-01,33.56,Low,0.0551,False,route_complexity
FLT-0044,2024-07-01,32.88,Low,0.0418,False,route_complexity
FLT-0044,2024-08-01,31.51,Low,0.0671,False,route_complexity
FLT-0044,2024-09-01,32.05,Low,0.0587,False,route_complexity
FLT-0044,2024-10-01,31.59,Low,0.0752,False,route_complexity
FLT-0044,2024-11-01,33.29,Low,0.0445,False,route_complexity
FLT-0044,2024-12-01,33.08,Low,0.0441,False,route_complexity
FLT-0044,2025-01-01,96.34,Critical,0.036,False,loss_ratio
FLT-0044,2025-02-01,31.46,Low,0.0283,False,route_complexity
FLT-0044,2025-03-01,35.39,Medium,0.0297,False,route_complexity
FLT-0044,2025-04-01,95.03,Critical,-0.0238,True,loss_ratio
FLT-0044,2025-05-01,53.99,Medium,0.0209,False,route_complexity
FLT-0044,2025-06-01,97.31,Critical,-0.0471,True,loss_ratio
FLT-0044,2025-07-01,34.39,Low,0.0336,False,route_complexity
FLT-0044,2025-08-01,36.01,Medium,0.0395,False,route_complexity
FLT-0044,2025-09-01,86.57,Critical,0.0496,False,loss_ratio
FLT-0044,2025-10-01,84.8,Critical,0.0147,False,loss_ratio
FLT-0044,2025-11-01,74.75,High,-0.0002,True,loss_ratio
FLT-0044,2025-12-01,31.6,Low,0.0834,False,route_complexity
FLT-0045,2024-01-01,19.62,Low,0.145,False,route_complexity
FLT-0045,2024-02-01,20.02,Low,0.1519,False,route_complexity
FLT-0045,2024-03-01,18.81,Low,0.1378,False,route_complexity
FLT-0045,2024-04-01,19.18,Low,0.1478,False,route_complexity
FLT-0045,2024-05-01,19.12,Low,0.1551,False,route_complexity
FLT-0045,2024-06-01,19.24,Low,0.1331,False,route_complexity
FLT-0045,2024-07-01,20.08,Low,0.149,False,route_complexity
FLT-0045,2024-08-01,18.96,Low,0.1102,False,route_complexity
FLT-0045,2024-09-01,18.94,Low,0.144,False,route_complexity
FLT-0045,2024-10-01,19.73,Low,0.15,False,route_complexity
FLT-0045,2024-11-01,19.39,Low,0.1587,False,route_complexity
FLT-0045,2024-12-01,17.86,Low,0.1182,False,route_complexity
FLT-0045,2025-01-01,82.73,Critical,0.1101,False,loss_ratio
FLT-0045,2025-02-01,40.26,Medium,0.1292,False,route_complexity
FLT-0045,2025-03-01,84.67,Critical,0.0317,False,loss_ratio
FLT-0045,2025-04-01,70.58,High,0.1028,False,loss_ratio
FLT-0045,2025-05-01,82.41,Critical,0.0724,False,loss_ratio
FLT-0045,2025-06-01,85.13,Critical,0.0433,False,loss_ratio
FLT-0045,2025-07-01,55.1,Medium,0.1314,False,loss_ratio
FLT-0045,2025-08-01,81.84,Critical,0.1177,False,loss_ratio
FLT-0045,2025-09-01,81.66,Critical,0.1171,False,loss_ratio
FLT-0045,2025-10-01,81.75,Critical,0.0942,False,loss_ratio
FLT-0045,2025-11-01,82.52,Critical,0.069,False,loss_ratio
FLT-0045,2025-12-01,20.94,Low,0.1603,False,route_complexity
FLT-0046,2024-01-01,20.61,Low,0.1295,False,route_complexity
FLT-0046,2024-02-01,20.44,Low,0.1115,False,route_complexity
FLT-0046,2024-03-01,21.18,Low,0.1359,False,route_complexity
FLT-0046,2024-04-01,20.51,Low,0.1441,False,route_complexity
FLT-0046,2024-05-01,20.22,Low,0.1489,False,route_complexity
FLT-0046,2024-06-01,21.05,Low,0.1423,False,route_complexity
FLT-0046,2024-07-01,21.09,Low,0.1415,False,route_complexity
FLT-0046,2024-08-01,20.94,Low,0.1527,False,route_complexity
FLT-0046,2024-09-01,21.37,Low,0.1371,False,route_complexity
FLT-0046,2024-10-01,21.5,Low,0.1393,False,route_complexity
FLT-0046,2024-11-01,22.04,Low,0.1476,False,route_complexity
FLT-0046,2024-12-01,21.42,Low,0.1573,False,route_complexity
FLT-0046,2025-01-01,87.8,Critical,-0.0172,True,loss_ratio
FLT-0046,2025-02-01,45.78,Medium,0.1031,False,loss_ratio
FLT-0046,2025-03-01,21.28,Low,0.1581,False,route_complexity
FLT-0046,2025-04-01,47.67,Medium,0.1177,False,loss_ratio
FLT-0046,2025-05-01,83.71,Critical,0.0791,False,loss_ratio
FLT-0046,2025-06-01,20.52,Low,0.1329,False,route_complexity
FLT-0046,2025-07-01,85.1,Critical,0.0487,False,loss_ratio
FLT-0046,2025-08-01,41.32,Medium,0.1174,False,route_complexity
FLT-0046,2025-09-01,37.95,Medium,0.1037,False,route_complexity
FLT-0046,2025-10-01,84.16,Critical,0.057,False,loss_ratio
FLT-0046,2025-11-01,19.25,Low,0.1122,False,route_complexity
FLT-0046,2025-12-01,21.88,Low,0.1529,False,route_complexity
FLT-0047,2024-01-01,28.29,Low,0.1117,False,route_complexity
FLT-0047,2024-02-01,26.09,Low,0.1223,False,route_complexity
FLT-0047,2024-03-01,28.12,Low,0.133,False,route_complexity
FLT-0047,2024-04-01,27.23,Low,0.1365,False,route_complexity
FLT-0047,2024-05-01,29.1,Low,0.1193,False,route_complexity
FLT-0047,2024-06-01,27.33,Low,0.1101,False,route_complexity
FLT-0047,2024-07-01,27.74,Low,0.111,False,route_complexity
FLT-0047,2024-08-01,29.65,Low,0.1212,False,route_complexity
FLT-0047,2024-09-01,28.12,Low,0.1295,False,route_complexity
FLT-0047,2024-10-01,26.74,Low,0.1374,False,route_complexity
FLT-0047,2024-11-01,28.45,Low,0.1384,False,route_complexity
FLT-0047,2024-12-01,28.72,Low,0.1265,False,route_complexity
FLT-0047,2025-01-01,94.85,Critical,0.0185,False,loss_ratio
FLT-0047,2025-02-01,65.99,High,0.0758,False,loss_ratio
FLT-0047,2025-03-01,90.94,Critical,0.0594,False,loss_ratio
FLT-0047,2025-04-01,27.88,Low,0.1021,False,route_complexity
FLT-0047,2025-05-01,63.62,High,0.0916,False,loss_ratio
FLT-0047,2025-06-01,27.78,Low,0.1124,False,route_complexity
FLT-0047,2025-07-01,95.12,Critical,0.0038,False,loss_ratio
FLT-0047,2025-08-01,71.91,High,0.0697,False,loss_ratio
FLT-0047,2025-09-01,64.36,High,0.0899,False,loss_ratio
FLT-0047,2025-10-01,27.91,Low,0.1139,False,route_complexity
FLT-0047,2025-11-01,48.55,Medium,0.0915,False,route_complexity
FLT-0047,2025-12-01,26.95,Low,0.1233,False,route_complexity
FLT-0048,2024-01-01,22.2,Low,0.1623,False,route_complexity
FLT-0048,2024-02-01,23.44,Low,0.1351,False,route_complexity
FLT-0048,2024-03-01,22.3,Low,0.1521,False,route_complexity
FLT-0048,2024-04-01,22.81,Low,0.135,False,route_complexity
FLT-0048,2024-05-01,21.96,Low,0.1634,False,route_complexity
FLT-0048,2024-06-01,21.59,Low,0.1413,False,route_complexity
FLT-0048,2024-07-01,22.09,Low,0.1606,False,route_complexity
FLT-0048,2024-08-01,21.41,Low,0.1439,False,route_complexity
FLT-0048,2024-09-01,21.76,Low,0.1436,False,route_complexity
FLT-0048,2024-10-01,20.49,Low,0.1341,False,route_complexity
FLT-0048,2024-11-01,21.81,Low,0.1329,False,route_complexity
FLT-0048,2024-12-01,23.33,Low,0.1433,False,route_complexity
FLT-0048,2025-01-01,86.41,Critical,0.1002,False,loss_ratio
FLT-0048,2025-02-01,61.14,High,0.0881,False,loss_ratio
FLT-0048,2025-03-01,85.91,Critical,0.0782,False,loss_ratio
FLT-0048,2025-04-01,87.65,Critical,0.0621,False,loss_ratio
FLT-0048,2025-05-01,20.72,Low,0.1371,False,route_complexity
FLT-0048,2025-06-01,21.84,Low,0.166,False,route_complexity
FLT-0048,2025-07-01,83.95,Critical,0.0292,False,loss_ratio
FLT-0048,2025-08-01,58.05,Medium,0.1171,False,loss_ratio
FLT-0048,2025-09-01,73.5,High,0.0856,False,loss_ratio
FLT-0048,2025-10-01,21.42,Low,0.1343,False,route_complexity
FLT-0048,2025-11-01,22.47,Low,0.167,False,route_complexity
FLT-0048,2025-12-01,21.53,Low,0.1542,False,route_complexity
FLT-0049,2024-01-01,29.51,Low,0.1017,False,route_complexity
FLT-0049,2024-02-01,27.83,Low,0.1222,False,route_complexity
FLT-0049,2024-03-01,28.46,Low,0.1101,False,route_complexity
FLT-0049,2024-04-01,29.47,Low,0.1087,False,route_complexity
FLT-0049,2024-05-01,27.42,Low,0.1224,False,route_complexity
FLT-0049,2024-06-01,28.49,Low,0.0959,False,route_complexity
FLT-0049,2024-07-01,28.19,Low,0.1146,False,route_complexity
FLT-0049,2024-08-01,28.06,Low,0.1168,False,route_complexity
FLT-0049,2024-09-01,28.67,Low,0.1266,False,route_complexity
FLT-0049,2024-10-01,28.26,Low,0.1313,False,route_complexity
FLT-0049,2024-11-01,28.76,Low,0.1095,False,route_complexity
FLT-0049,2024-12-01,28.4,Low,0.108,False,route_complexity
FLT-0049,2025-01-01,91.51,Critical,0.0492,False,loss_ratio
FLT-0049,2025-02-01,92.29,Critical,0.0285,False,loss_ratio
FLT-0049,2025-03-01,69.5,High,0.0902,False,loss_ratio
FLT-0049,2025-04-01,90.77,Critical,0.0928,False,loss_ratio
FLT-0049,2025-05-01,93.37,Critical,0.0395,False,loss_ratio
FLT-0049,2025-06-01,94.39,Critical,0.0502,False,loss_ratio
FLT-0049,2025-07-01,28.79,Low,0.126,False,route_complexity
FLT-0049,2025-08-01,58.88,Medium,0.0888,False,loss_ratio
FLT-0049,2025-09-01,92.85,Critical,0.052,False,loss_ratio
FLT-0049,2025-10-01,94.32,Critical,0.0393,False,loss_ratio
FLT-0049,2025-11-01,92.69,Critical,0.067,False,loss_ratio
FLT-0049,2025-12-01,28.99,Low,0.0965,False,route_complexity
FLT-0050,2024-01-01,22.18,Low,0.1765,False,route_complexity
FLT-0050,2024-02-01,21.75,Low,0.1727,False,route_complexity
FLT-0050,2024-03-01,21.45,Low,0.1471,False,route_complexity
FLT-0050,2024-04-01,23.51,Low,0.1771,False,route_complexity
FLT-0050,2024-05-01,23.49,Low,0.1811,False,route_complexity
FLT-0050,2024-06-01,22.44,Low,0.18,False,route_complexity
FLT-0050,2024-07-01,22.09,Low,0.1734,False,route_complexity
FLT-0050,2024-08-01,22.54,Low,0.1751,False,route_complexity
FLT-0050,2024-09-01,22.79,Low,0.1719,False,route_complexity
FLT-0050,2024-10-01,22.51,Low,0.1789,False,route_complexity
FLT-0050,2024-11-01,23.53,Low,0.1753,False,route_complexity
FLT-0050,2024-12-01,23.01,Low,0.1792,False,route_complexity
FLT-0050,2025-01-01,23.99,Low,0.1777,False,route_complexity
FLT-0050,2025-02-01,87.12,Critical,0.0533,False,loss_ratio
FLT-0050,2025-03-01,84.55,Critical,0.1195,False,loss_ratio
FLT-0050,2025-04-01,86.32,Critical,0.1063,False,loss_ratio
FLT-0050,2025-05-01,84.93,Critical,0.1323,False,loss_ratio
FLT-0050,2025-06-01,85.66,Critical,0.1437,False,loss_ratio
FLT-0050,2025-07-01,86.38,Critical,0.0914,False,loss_ratio
FLT-0050,2025-08-01,86.4,Critical,0.1067,False,loss_ratio
FLT-0050,2025-09-01,84.99,Critical,0.0746,False,loss_ratio
FLT-0050,2025-10-01,84.73,Critical,0.1187,False,loss_ratio
FLT-0050,2025-11-01,70.66,High,0.157,False,loss_ratio
