claim_id,policy_id,vehicle_id,fleet_id,loss_date,report_date,claim_type,claim_status,paid_loss,reserve_amount,incurred_loss,litigation_flag,bodily_injury_flag,property_damage_flag,software_failure_flag,sensor_issue_flag,weather_condition,accident_severity,subrogation_recovery,claim_close_days,client_type,primary_state
CLM-000696,POL-0026,VEH-01579,FLT-0026,2025-04-03,2025-04-20,bodily_injury,litigation,40455.72,8269.01,48724.73,False,False,False,True,False,clear,minor,1562.12,80,delivery,IL
CLM-000697,POL-0016,VEH-00275,FLT-0016,2025-05-16,2025-05-23,bodily_injury,open,22019.84,1519.48,23539.32,True,False,True,False,False,snow,moderate,0.0,176,autonomous_taxi,CO
CLM-000698,POL-0052,VEH-01564,FLT-0052,2025-01-21,2025-01-29,property_damage,closed,20775.25,33671.78,54447.03,False,False,True,False,False,fog,major,2807.16,214,autonomous_taxi,AZ
CLM-000699,POL-0039,VEH-01985,FLT-0039,2025-08-25,2025-09-14,comprehensive,closed,29038.44,17565.47,46603.92,False,False,False,False,True,rain,minor,5791.0,41,logistics,FL
CLM-000700,POL-0057,VEH-01084,FLT-0057,2025-04-11,2025-04-12,property_damage,closed,23150.07,7987.84,31137.91,False,False,True,False,False,wind,moderate,891.71,197,rideshare,CO
CLM-000701,POL-0005,VEH-01462,FLT-0005,2025-07-05,2025-07-22,property_damage,closed,12313.99,3460.41,15774.41,False,False,True,True,False,rain,minor,0.0,151,delivery,IL
CLM-000702,POL-0010,VEH-01491,FLT-0010,2025-06-12,2025-06-27,comprehensive,open,10235.0,20552.05,30787.05,False,False,True,False,False,rain,minor,2604.45,16,logistics,GA
CLM-000703,POL-0057,VEH-00191,FLT-0057,2025-05-05,2025-05-14,property_damage,closed,3899.0,2277.78,6176.78,True,False,True,False,False,rain,minor,2189.1,14,rideshare,CO
CLM-000704,POL-0004,VEH-01074,FLT-0004,2025-07-18,2025-08-02,property_damage,closed,13999.31,22702.04,36701.35,False,False,True,False,False,snow,moderate,3152.05,30,mixed_mobility,FL
CLM-000705,POL-0024,VEH-01746,FLT-0024,2025-09-24,2025-09-27,collision,closed,38026.3,17513.84,55540.14,False,False,False,False,False,snow,moderate,2980.52,80,autonomous_taxi,FL
CLM-000706,POL-0024,VEH-01982,FLT-0024,2025-01-24,2025-02-06,collision,closed,5224.76,8675.71,13900.47,False,True,False,False,False,clear,minor,141.81,224,autonomous_taxi,FL
CLM-000707,POL-0019,VEH-00105,FLT-0019,2025-10-31,2025-11-02,comprehensive,open,1678.13,305.94,1984.06,False,False,False,False,False,wind,major,0.0,69,autonomous_taxi,NV
CLM-000708,POL-0041,VEH-00455,FLT-0041,2025-01-16,2025-02-05,bodily_injury,subrogation,22265.16,27865.06,50130.23,False,False,False,False,False,snow,major,0.0,126,mixed_mobility,NV
CLM-000709,POL-0045,VEH-00383,FLT-0045,2025-06-23,2025-07-09,bodily_injury,closed,16197.78,37309.21,53506.98,False,False,True,False,False,clear,moderate,1018.9,140,rideshare,CO
CLM-000710,POL-0047,VEH-01141,FLT-0047,2025-05-14,2025-05-15,collision,subrogation,22010.18,10216.59,32226.77,False,False,False,False,False,snow,moderate,2247.36,24,logistics,NY
CLM-000711,POL-0038,VEH-01558,FLT-0038,2025-01-21,2025-02-04,bodily_injury,litigation,486.15,758.17,1244.32,False,False,True,False,False,wind,moderate,7216.13,14,autonomous_taxi,NY
CLM-000712,POL-0012,VEH-01450,FLT-0012,2025-03-11,2025-03-22,comprehensive,subrogation,50010.87,34527.97,84538.84,False,True,False,False,True,fog,minor,0.0,224,logistics,GA
CLM-000713,POL-0025,VEH-00622,FLT-0025,2025-04-09,2025-04-17,bodily_injury,open,41986.79,25989.79,67976.58,False,False,True,False,False,wind,moderate,0.0,129,rideshare,NV
CLM-000714,POL-0066,VEH-01375,FLT-0066,2025-06-22,2025-06-28,collision,closed,29343.78,18122.81,47466.59,False,True,True,True,False,snow,minor,948.18,135,delivery,NY
CLM-000715,POL-0007,VEH-00637,FLT-0007,2025-11-18,2025-12-08,property_damage,open,4319.63,7098.3,11417.93,False,False,True,False,False,fog,minor,969.04,201,autonomous_taxi,TX
CLM-000716,POL-0023,VEH-01993,FLT-0023,2025-01-12,2025-01-16,property_damage,closed,25145.53,3633.81,28779.34,False,False,True,False,False,clear,major,0.0,234,autonomous_taxi,AZ
CLM-000717,POL-0040,VEH-01836,FLT-0040,2025-06-19,2025-06-19,sensor_damage,open,2056.18,442.7,2498.88,False,False,True,False,False,fog,major,0.0,190,autonomous_taxi,GA
CLM-000718,POL-0073,VEH-00834,FLT-0073,2025-01-14,2025-01-16,property_damage,closed,37669.43,17099.69,54769.12,False,False,False,False,False,fog,minor,1068.54,75,autonomous_taxi,CO
CLM-000719,POL-0004,VEH-00893,FLT-0004,2025-01-07,2025-01-09,collision,closed,9501.89,6834.79,16336.67,False,False,True,True,False,snow,minor,2016.32,156,mixed_mobility,FL
CLM-000720,POL-0053,VEH-00960,FLT-0053,2025-06-04,2025-06-17,collision,closed,115958.52,8761.19,124719.7,False,False,True,False,False,clear,moderate,1909.62,187,autonomous_taxi,CO
CLM-000721,POL-0023,VEH-01333,FLT-0023,2025-05-24,2025-06-04,comprehensive,closed,35361.39,14463.12,49824.51,False,False,True,True,False,rain,minor,5764.76,71,autonomous_taxi,AZ
CLM-000722,POL-0060,VEH-00160,FLT-0060,2025-02-25,2025-03-03,comprehensive,open,10696.69,9984.04,20680.73,False,False,True,False,False,snow,moderate,0.0,182,logistics,GA
CLM-000723,POL-0044,VEH-00186,FLT-0044,2025-06-26,2025-07-12,comprehensive,closed,12865.28,20058.32,32923.61,True,True,True,False,False,snow,moderate,2855.89,176,delivery,IL
CLM-000724,POL-0016,VEH-01355,FLT-0016,2025-03-26,2025-04-02,property_damage,closed,20949.97,1916.32,22866.29,False,False,True,False,False,snow,moderate,3063.75,114,autonomous_taxi,CO
CLM-000725,POL-0043,VEH-00362,FLT-0043,2025-03-30,2025-04-02,sensor_damage,closed,23772.23,6686.35,30458.58,False,False,True,False,False,clear,minor,0.0,17,mixed_mobility,NY
CLM-000726,POL-0062,VEH-01365,FLT-0062,2025-04-08,2025-04-24,sensor_damage,closed,10704.05,10226.37,20930.42,False,False,True,False,False,rain,minor,0.0,96,delivery,CA
CLM-000727,POL-0021,VEH-01023,FLT-0021,2025-03-14,2025-03-22,property_damage,closed,15569.63,3819.49,19389.12,False,False,True,False,False,rain,minor,1115.36,146,mixed_mobility,TX
CLM-000728,POL-0005,VEH-00018,FLT-0005,2025-01-27,2025-02-12,comprehensive,litigation,20333.82,26093.5,46427.31,False,False,False,True,False,wind,severe,0.0,104,delivery,IL
CLM-000729,POL-0019,VEH-00831,FLT-0019,2025-09-27,2025-10-10,property_damage,closed,22276.59,5057.46,27334.05,False,False,True,False,False,rain,moderate,3322.84,173,autonomous_taxi,NV
CLM-000730,POL-0008,VEH-00162,FLT-0008,2025-04-13,2025-04-18,sensor_damage,closed,53119.29,26772.21,79891.5,False,False,True,False,False,snow,minor,1200.4,159,logistics,FL
CLM-000731,POL-0044,VEH-00079,FLT-0044,2025-06-15,2025-06-20,comprehensive,open,44683.56,10684.74,55368.29,False,True,True,False,False,fog,minor,0.0,163,delivery,IL
CLM-000732,POL-0025,VEH-01025,FLT-0025,2025-07-23,2025-08-02,collision,open,4194.35,6600.42,10794.77,False,False,True,False,False,fog,minor,4707.66,184,rideshare,NV
CLM-000733,POL-0024,VEH-00689,FLT-0024,2025-06-26,2025-06-28,collision,open,13095.71,7865.55,20961.26,False,False,True,False,False,rain,moderate,2991.17,212,autonomous_taxi,FL
CLM-000734,POL-0020,VEH-00627,FLT-0020,2025-10-08,2025-10-19,sensor_damage,closed,6504.81,1211.49,7716.3,False,False,True,False,True,clear,minor,1415.71,51,rideshare,IL
CLM-000735,POL-0061,VEH-00445,FLT-0061,2025-08-04,2025-08-09,comprehensive,closed,8383.4,1020.44,9403.84,False,False,True,False,False,fog,minor,0.0,40,autonomous_taxi,AZ
CLM-000736,POL-0057,VEH-00188,FLT-0057,2025-05-20,2025-06-03,property_damage,closed,26895.37,5887.26,32782.63,False,False,True,False,False,wind,minor,0.0,198,rideshare,CO
CLM-000737,POL-0022,VEH-01751,FLT-0022,2025-04-18,2025-04-20,sensor_damage,open,25973.71,4732.95,30706.66,False,False,True,False,False,fog,minor,3967.2,173,delivery,IL
CLM-000738,POL-0019,VEH-00593,FLT-0019,2025-10-22,2025-10-23,bodily_injury,open,24987.15,18122.47,43109.62,False,False,False,False,False,snow,moderate,680.57,116,autonomous_taxi,NV
CLM-000739,POL-0071,VEH-00681,FLT-0071,2025-08-19,2025-08-25,sensor_damage,open,12811.68,29378.79,42190.47,True,False,False,False,False,clear,minor,0.0,106,rideshare,NV
CLM-000740,POL-0053,VEH-00727,FLT-0053,2025-02-25,2025-03-02,sensor_damage,open,14284.39,15070.31,29354.7,False,False,False,False,False,rain,minor,0.0,131,autonomous_taxi,CO
CLM-000741,POL-0001,VEH-00511,FLT-0001,2025-01-21,2025-02-08,property_damage,closed,13664.86,16173.37,29838.23,False,False,False,False,False,rain,minor,0.0,215,logistics,CO
CLM-000742,POL-0018,VEH-00351,FLT-0018,2025-11-19,2025-11-28,collision,closed,7956.56,17169.24,25125.8,False,False,True,False,False,snow,moderate,1271.02,131,delivery,TX
CLM-000743,POL-0030,VEH-00475,FLT-0030,2025-07-05,2025-07-18,collision,closed,18789.59,16579.23,35368.82,False,False,True,False,True,wind,moderate,2608.38,66,autonomous_taxi,IL
CLM-000744,POL-0076,VEH-01932,FLT-0076,2025-02-03,2025-02-23,sensor_damage,closed,3109.82,5336.96,8446.77,False,False,True,True,False,wind,moderate,2103.03,122,delivery,GA
CLM-000745,POL-0026,VEH-00852,FLT-0026,2025-03-07,2025-03-25,sensor_damage,closed,15901.42,12279.86,28181.29,False,True,False,False,True,wind,major,1006.08,65,delivery,IL
CLM-000746,POL-0039,VEH-01468,FLT-0039,2025-04-28,2025-05-13,bodily_injury,litigation,29910.35,9679.73,39590.08,False,False,True,False,False,clear,severe,2200.56,160,logistics,FL
CLM-000747,POL-0016,VEH-00275,FLT-0016,2025-01-30,2025-01-31,comprehensive,closed,4899.64,1533.12,6432.76,False,True,True,False,False,snow,major,1952.28,209,autonomous_taxi,CO
CLM-000748,POL-0020,VEH-01830,FLT-0020,2025-04-15,2025-04-28,comprehensive,open,50099.58,13700.52,63800.1,False,True,True,False,False,rain,moderate,1206.25,113,rideshare,IL
CLM-000749,POL-0054,VEH-01569,FLT-0054,2025-08-17,2025-09-01,collision,closed,6120.51,2999.95,9120.47,False,False,True,False,False,fog,moderate,186.58,22,rideshare,CO
CLM-000750,POL-0069,VEH-00307,FLT-0069,2025-06-09,2025-06-23,comprehensive,closed,2664.63,1580.01,4244.64,False,False,True,False,False,wind,minor,0.0,59,mixed_mobility,NY
CLM-000751,POL-0043,VEH-01464,FLT-0043,2025-01-22,2025-02-02,collision,closed,27786.82,34706.9,62493.72,False,False,False,True,False,snow,moderate,5714.45,59,mixed_mobility,NY
CLM-000752,POL-0033,VEH-01775,FLT-0033,2025-05-24,2025-05-24,sensor_damage,open,11370.47,14196.37,25566.84,False,False,True,False,False,rain,minor,2039.88,126,rideshare,IL
CLM-000753,POL-0051,VEH-01645,FLT-0051,2025-08-08,2025-08-28,bodily_injury,closed,16569.31,17995.09,34564.4,False,True,True,False,False,clear,minor,1949.42,88,autonomous_taxi,AZ
CLM-000754,POL-0060,VEH-01997,FLT-0060,2025-08-21,2025-09-04,collision,closed,21100.05,28702.99,49803.05,True,True,True,False,False,wind,minor,4213.61,120,logistics,GA
CLM-000755,POL-0024,VEH-00047,FLT-0024,2025-05-29,2025-06-01,sensor_damage,closed,22610.77,33124.95,55735.72,False,True,False,False,True,wind,moderate,710.45,40,autonomous_taxi,FL
CLM-000756,POL-0067,VEH-00702,FLT-0067,2025-01-25,2025-01-28,comprehensive,closed,17735.63,21756.66,39492.29,False,False,True,False,False,rain,minor,0.0,75,rideshare,CA
CLM-000757,POL-0064,VEH-00397,FLT-0064,2025-10-01,2025-10-13,comprehensive,closed,4605.39,1861.34,6466.72,False,False,True,False,False,wind,moderate,0.0,174,logistics,IL
CLM-000758,POL-0022,VEH-01891,FLT-0022,2025-02-11,2025-03-02,sensor_damage,litigation,2771.33,2173.16,4944.49,False,False,False,False,False,rain,major,2456.34,180,delivery,IL
CLM-000759,POL-0021,VEH-01023,FLT-0021,2025-03-28,2025-04-01,property_damage,litigation,37712.63,42736.63,80449.26,False,False,False,False,False,clear,minor,2347.3,96,mixed_mobility,TX
CLM-000760,POL-0010,VEH-00648,FLT-0010,2025-07-01,2025-07-17,sensor_damage,closed,5000.3,7405.43,12405.73,False,False,True,False,False,snow,moderate,4283.76,199,logistics,GA
CLM-000761,POL-0063,VEH-00240,FLT-0063,2025-05-16,2025-06-03,bodily_injury,subrogation,23931.11,32357.63,56288.74,False,False,False,False,False,rain,minor,5414.11,210,rideshare,GA
CLM-000762,POL-0027,VEH-01921,FLT-0027,2025-10-06,2025-10-11,bodily_injury,closed,29089.17,3381.53,32470.7,False,False,True,True,False,wind,minor,1848.99,119,logistics,IL
CLM-000763,POL-0076,VEH-01847,FLT-0076,2025-03-05,2025-03-12,property_damage,closed,43335.35,6510.31,49845.66,False,False,True,False,True,fog,minor,0.0,101,delivery,GA
CLM-000764,POL-0038,VEH-00867,FLT-0038,2025-07-02,2025-07-16,comprehensive,closed,18347.27,9042.0,27389.26,False,False,True,False,False,rain,minor,5997.31,50,autonomous_taxi,NY
CLM-000765,POL-0046,VEH-00877,FLT-0046,2025-01-30,2025-02-09,sensor_damage,closed,55719.73,7374.02,63093.75,False,False,False,False,True,clear,major,1999.79,156,autonomous_taxi,IL
CLM-000766,POL-0064,VEH-00880,FLT-0064,2025-10-13,2025-11-02,bodily_injury,open,5370.72,10493.12,15863.84,False,False,False,True,False,rain,major,1691.84,71,logistics,IL
CLM-000767,POL-0030,VEH-01731,FLT-0030,2025-07-08,2025-07-18,collision,subrogation,23835.25,13989.56,37824.81,True,True,True,False,False,snow,minor,0.0,192,autonomous_taxi,IL
CLM-000768,POL-0023,VEH-00228,FLT-0023,2025-04-09,2025-04-25,comprehensive,closed,39959.32,7284.65,47243.97,False,False,True,True,True,snow,minor,2543.71,41,autonomous_taxi,AZ
CLM-000769,POL-0042,VEH-01916,FLT-0042,2025-01-22,2025-02-02,comprehensive,closed,5251.29,4559.13,9810.42,False,False,True,False,False,clear,minor,1224.82,81,logistics,IL
CLM-000770,POL-0040,VEH-01016,FLT-0040,2025-05-26,2025-06-06,comprehensive,closed,6251.42,12229.76,18481.18,True,True,True,False,False,wind,minor,188.94,83,autonomous_taxi,GA
CLM-000771,POL-0031,VEH-01625,FLT-0031,2025-06-23,2025-07-01,collision,open,34953.05,17498.46,52451.51,False,False,False,False,False,snow,minor,0.0,152,mixed_mobility,NV
CLM-000772,POL-0016,VEH-01040,FLT-0016,2025-06-17,2025-06-20,property_damage,subrogation,12380.38,9824.92,22205.3,False,True,True,False,False,fog,moderate,1931.77,43,autonomous_taxi,CO
CLM-000773,POL-0027,VEH-01792,FLT-0027,2025-01-12,2025-01-13,property_damage,litigation,6163.25,5925.25,12088.49,False,False,False,True,False,wind,minor,2150.25,169,logistics,IL
CLM-000774,POL-0032,VEH-00292,FLT-0032,2025-11-21,2025-12-03,comprehensive,closed,51023.91,12739.71,63763.62,False,False,True,True,False,fog,major,717.3,95,logistics,CO
CLM-000775,POL-0072,VEH-01063,FLT-0072,2025-06-04,2025-06-22,property_damage,open,10766.6,12878.28,23644.89,True,False,False,False,False,snow,major,0.0,65,delivery,AZ
CLM-000776,POL-0072,VEH-01463,FLT-0072,2025-03-01,2025-03-03,comprehensive,closed,28301.48,5336.04,33637.52,False,False,True,False,False,clear,minor,3035.34,30,delivery,AZ
CLM-000777,POL-0008,VEH-01958,FLT-0008,2025-08-28,2025-09-13,sensor_damage,closed,14737.0,23432.16,38169.15,False,False,True,False,False,wind,minor,874.81,66,logistics,FL
CLM-000778,POL-0016,VEH-00692,FLT-0016,2025-02-26,2025-03-10,comprehensive,litigation,5927.66,12602.64,18530.3,False,False,False,False,False,snow,moderate,420.02,104,autonomous_taxi,CO
CLM-000779,POL-0027,VEH-01267,FLT-0027,2025-05-16,2025-06-03,property_damage,closed,4110.07,9276.3,13386.37,False,True,False,False,False,fog,moderate,92.25,219,logistics,IL
CLM-000780,POL-0023,VEH-01915,FLT-0023,2025-11-02,2025-11-16,bodily_injury,closed,32305.74,12629.09,44934.83,True,False,False,True,False,wind,minor,1821.12,72,autonomous_taxi,AZ
CLM-000781,POL-0029,VEH-00390,FLT-0029,2025-09-10,2025-09-21,comprehensive,closed,22481.08,3813.06,26294.14,False,False,True,False,False,rain,major,0.0,50,rideshare,TX
CLM-000782,POL-0015,VEH-00142,FLT-0015,2025-02-16,2025-02-20,collision,open,29678.08,4245.51,33923.59,False,False,True,False,False,snow,major,935.61,167,delivery,CA
CLM-000783,POL-0069,VEH-00176,FLT-0069,2025-07-24,2025-08-10,bodily_injury,closed,12518.74,9080.54,21599.27,False,False,False,True,False,wind,major,4801.3,43,mixed_mobility,NY
CLM-000784,POL-0050,VEH-01802,FLT-0050,2025-02-25,2025-02-26,bodily_injury,closed,54537.76,11200.16,65737.92,False,False,True,False,False,clear,minor,3514.87,27,rideshare,NV
CLM-000785,POL-0010,VEH-00547,FLT-0010,2025-07-01,2025-07-20,comprehensive,open,28457.84,3989.16,32447.0,False,False,False,False,False,rain,minor,5641.16,182,logistics,GA
CLM-000786,POL-0013,VEH-01377,FLT-0013,2025-04-20,2025-05-06,collision,open,2034.58,2999.51,5034.09,False,True,True,False,False,snow,minor,2250.5,154,rideshare,GA
CLM-000787,POL-0068,VEH-00699,FLT-0068,2025-10-09,2025-10-29,collision,open,2556.85,5932.92,8489.77,False,False,False,False,False,rain,minor,2392.07,78,mixed_mobility,TX
CLM-000788,POL-0051,VEH-01223,FLT-0051,2025-10-20,2025-10-31,sensor_damage,open,12297.82,7051.88,19349.7,False,False,True,False,False,rain,moderate,3790.95,155,autonomous_taxi,AZ
CLM-000789,POL-0010,VEH-01524,FLT-0010,2025-04-04,2025-04-04,bodily_injury,closed,16600.67,16407.17,33007.84,False,False,True,False,False,rain,major,653.19,160,logistics,GA
CLM-000790,POL-0066,VEH-01528,FLT-0066,2025-06-26,2025-07-08,collision,subrogation,51849.3,26572.22,78421.51,False,False,False,False,False,snow,minor,0.0,231,delivery,NY
CLM-000791,POL-0020,VEH-00073,FLT-0020,2025-01-26,2025-02-07,sensor_damage,closed,50352.79,3339.27,53692.06,False,False,True,False,False,fog,minor,5464.4,36,rideshare,IL
CLM-000792,POL-0011,VEH-00645,FLT-0011,2025-11-20,2025-12-10,collision,closed,7316.08,7132.87,14448.95,False,True,True,False,False,fog,minor,0.0,160,logistics,CA
CLM-000793,POL-0012,VEH-01311,FLT-0012,2025-05-21,2025-05-28,collision,closed,29332.22,10365.5,39697.72,False,False,True,False,True,snow,minor,655.43,191,logistics,GA
CLM-000794,POL-0053,VEH-00402,FLT-0053,2025-09-15,2025-09-18,bodily_injury,closed,56792.37,5131.73,61924.1,False,False,True,False,False,snow,minor,0.0,32,autonomous_taxi,CO
CLM-000795,POL-0069,VEH-01992,FLT-0069,2025-08-18,2025-08-18,sensor_damage,closed,5810.4,8014.02,13824.42,False,False,False,False,True,rain,major,0.0,53,mixed_mobility,NY
CLM-000796,POL-0006,VEH-01153,FLT-0006,2025-01-29,2025-01-31,bodily_injury,open,8806.2,12828.87,21635.07,False,False,True,True,False,wind,major,3325.52,93,logistics,CO
CLM-000797,POL-0063,VEH-01858,FLT-0063,2025-03-28,2025-04-12,comprehensive,open,16218.52,37146.74,53365.27,False,False,True,False,False,fog,minor,2065.91,28,rideshare,GA
CLM-000798,POL-0073,VEH-00089,FLT-0073,2025-05-05,2025-05-09,comprehensive,closed,28463.52,3606.6,32070.12,False,False,False,False,False,snow,minor,571.97,182,autonomous_taxi,CO
CLM-000799,POL-0078,VEH-01901,FLT-0078,2025-02-15,2025-02-15,sensor_damage,closed,3104.97,777.81,3882.78,False,False,False,False,False,wind,severe,3238.71,112,autonomous_taxi,NY
CLM-000800,POL-0070,VEH-01809,FLT-0070,2025-06-19,2025-06-19,bodily_injury,closed,17972.84,36885.13,54857.97,False,False,True,True,True,snow,moderate,641.6,173,mixed_mobility,WA
CLM-000801,POL-0034,VEH-01735,FLT-0034,2025-01-12,2025-01-26,bodily_injury,closed,55252.87,17892.97,73145.84,False,False,True,False,True,clear,moderate,1227.35,65,logistics,CO
CLM-000802,POL-0065,VEH-01127,FLT-0065,2025-03-09,2025-03-28,property_damage,closed,30834.29,4085.45,34919.73,False,False,False,False,False,clear,moderate,160.19,177,mixed_mobility,GA
CLM-000803,POL-0080,VEH-01723,FLT-0080,2025-06-08,2025-06-10,comprehensive,closed,4859.21,5618.04,10477.25,False,False,True,False,False,wind,major,1948.55,147,delivery,IL
CLM-000804,POL-0066,VEH-01375,FLT-0066,2025-07-10,2025-07-27,collision,closed,17910.54,12968.73,30879.28,False,False,True,False,False,wind,minor,0.0,163,delivery,NY
CLM-000805,POL-0074,VEH-01596,FLT-0074,2025-08-08,2025-08-19,collision,open,49777.14,15796.09,65573.23,False,False,True,False,False,snow,major,0.0,22,mixed_mobility,NY
CLM-000806,POL-0074,VEH-00049,FLT-0074,2025-07-09,2025-07-22,comprehensive,closed,49578.84,33646.41,83225.25,False,False,True,False,False,rain,moderate,1407.55,154,mixed_mobility,NY
CLM-000807,POL-0020,VEH-01814,FLT-0020,2025-08-02,2025-08-10,bodily_injury,closed,22790.68,11497.54,34288.22,False,False,False,False,True,fog,moderate,2677.45,58,rideshare,IL
CLM-000808,POL-0009,VEH-01574,FLT-0009,2025-06-23,2025-06-23,property_damage,closed,32196.6,10141.74,42338.34,False,True,False,False,False,wind,severe,7428.57,99,delivery,AZ
CLM-000809,POL-0061,VEH-00483,FLT-0061,2025-05-22,2025-06-03,property_damage,closed,18282.03,2065.21,20347.24,False,False,True,False,False,wind,major,5403.68,91,autonomous_taxi,AZ
CLM-000810,POL-0028,VEH-00008,FLT-0028,2025-08-20,2025-08-28,property_damage,subrogation,5368.28,6235.37,11603.65,False,False,False,False,False,wind,moderate,0.0,150,rideshare,FL
CLM-000811,POL-0063,VEH-00364,FLT-0063,2025-06-19,2025-07-02,collision,closed,39513.47,7531.62,47045.08,True,False,True,True,True,fog,minor,0.0,183,rideshare,GA
CLM-000812,POL-0024,VEH-01746,FLT-0024,2025-06-19,2025-06-27,property_damage,closed,20263.34,17146.99,37410.33,False,False,False,False,False,snow,minor,0.0,99,autonomous_taxi,FL
CLM-000813,POL-0012,VEH-01270,FLT-0012,2025-07-23,2025-07-31,comprehensive,open,8488.24,654.39,9142.63,False,False,True,False,False,rain,minor,3949.38,98,logistics,GA
CLM-000814,POL-0059,VEH-00850,FLT-0059,2025-08-25,2025-09-09,collision,closed,15626.58,9289.43,24916.01,False,True,True,False,False,clear,minor,894.39,23,delivery,AZ
CLM-000815,POL-0046,VEH-00837,FLT-0046,2025-05-22,2025-06-10,property_damage,closed,14034.99,8659.95,22694.94,False,False,False,True,False,clear,moderate,389.37,60,autonomous_taxi,IL
CLM-000816,POL-0035,VEH-01186,FLT-0035,2025-08-27,2025-09-12,bodily_injury,open,3949.22,6963.72,10912.93,False,False,True,True,False,snow,major,0.0,144,logistics,GA
CLM-000817,POL-0041,VEH-00905,FLT-0041,2025-01-25,2025-02-12,sensor_damage,open,9026.06,16873.51,25899.57,False,False,True,False,False,wind,minor,6688.9,187,mixed_mobility,NV
CLM-000818,POL-0032,VEH-00904,FLT-0032,2025-05-29,2025-06-12,bodily_injury,open,2486.58,4837.36,7323.94,False,False,True,False,True,rain,moderate,652.24,40,logistics,CO
CLM-000819,POL-0001,VEH-01075,FLT-0001,2025-05-07,2025-05-25,comprehensive,closed,4751.72,1156.19,5907.91,False,True,True,False,False,rain,minor,4444.0,211,logistics,CO
CLM-000820,POL-0080,VEH-00842,FLT-0080,2025-04-18,2025-04-25,sensor_damage,open,10383.17,13979.95,24363.12,False,False,False,False,False,clear,minor,1735.17,216,delivery,IL
CLM-000821,POL-0046,VEH-01800,FLT-0046,2025-10-03,2025-10-03,bodily_injury,closed,12527.68,2214.39,14742.07,False,False,True,False,False,clear,minor,0.0,235,autonomous_taxi,IL
CLM-000822,POL-0020,VEH-00713,FLT-0020,2025-06-26,2025-07-05,comprehensive,closed,4301.22,666.02,4967.24,False,False,False,False,False,rain,moderate,2312.47,44,rideshare,IL
CLM-000823,POL-0033,VEH-00044,FLT-0033,2025-05-24,2025-05-28,bodily_injury,open,14187.37,24810.44,38997.81,False,False,True,False,False,wind,minor,4836.49,135,rideshare,IL
CLM-000824,POL-0054,VEH-00425,FLT-0054,2025-01-20,2025-02-05,sensor_damage,closed,33668.6,8313.51,41982.11,False,True,True,False,False,fog,minor,0.0,45,rideshare,CO
CLM-000825,POL-0002,VEH-00163,FLT-0002,2025-09-20,2025-10-04,sensor_damage,closed,13514.61,22803.48,36318.09,False,False,True,False,False,snow,minor,6307.26,57,rideshare,GA
CLM-000826,POL-0008,VEH-01958,FLT-0008,2025-09-10,2025-09-17,property_damage,litigation,27403.07,4558.94,31962.01,False,False,True,False,False,snow,moderate,4707.83,19,logistics,FL
CLM-000827,POL-0019,VEH-01026,FLT-0019,2025-03-12,2025-03-25,property_damage,closed,15279.15,2075.0,17354.16,False,True,True,False,False,clear,major,2917.32,88,autonomous_taxi,NV
CLM-000828,POL-0034,VEH-01964,FLT-0034,2025-02-03,2025-02-23,collision,closed,501.11,149.3,650.41,False,False,True,False,True,snow,major,3690.77,183,logistics,CO
CLM-000829,POL-0071,VEH-01113,FLT-0071,2025-06-13,2025-06-27,comprehensive,closed,17411.68,5705.67,23117.35,False,False,False,False,False,snow,minor,522.37,171,rideshare,NV
CLM-000830,POL-0036,VEH-01850,FLT-0036,2025-02-13,2025-02-22,sensor_damage,closed,18964.78,3200.17,22164.95,False,False,True,False,False,fog,minor,1153.62,86,autonomous_taxi,GA
CLM-000831,POL-0005,VEH-00538,FLT-0005,2025-03-31,2025-04-02,collision,closed,16409.23,4168.17,20577.4,False,False,True,False,False,snow,minor,4527.76,17,delivery,IL
CLM-000832,POL-0057,VEH-01828,FLT-0057,2025-05-14,2025-06-03,collision,open,44409.49,14408.52,58818.01,False,False,True,False,False,fog,minor,0.0,158,rideshare,CO
CLM-000833,POL-0007,VEH-01477,FLT-0007,2025-05-11,2025-05-14,bodily_injury,open,12868.87,7160.18,20029.05,False,False,False,False,False,clear,major,2050.4,236,autonomous_taxi,TX
CLM-000834,POL-0052,VEH-01487,FLT-0052,2025-01-15,2025-01-30,bodily_injury,closed,8862.94,17869.24,26732.18,False,False,True,False,False,fog,major,0.0,71,autonomous_taxi,AZ
CLM-000835,POL-0019,VEH-01475,FLT-0019,2025-11-25,2025-11-25,property_damage,closed,10126.68,6433.15,16559.83,False,False,True,False,False,snow,moderate,0.0,140,autonomous_taxi,NV
CLM-000836,POL-0020,VEH-00552,FLT-0020,2025-03-20,2025-04-06,collision,open,11228.95,5544.56,16773.51,False,True,False,False,False,fog,minor,0.0,152,rideshare,IL
CLM-000837,POL-0069,VEH-01447,FLT-0069,2025-04-05,2025-04-06,collision,closed,30622.62,5392.53,36015.15,False,False,True,False,False,snow,minor,0.0,65,mixed_mobility,NY
CLM-000838,POL-0018,VEH-01272,FLT-0018,2025-01-08,2025-01-15,bodily_injury,closed,18564.33,11257.66,29821.99,False,False,False,False,False,rain,minor,0.0,54,delivery,TX
